address	job	company	blood_group	ssn	station_ID	current_latitude	current_longitude
"Rigo-Linke-Gasse 3157
62274 Northeim"		Dippel AG & Co. KGaA	A+	226-94-7228	131	0.809093	-107.60327
"Canale Lucarelli, 167
44019, Voghenza (FE)"		Onio, Moresi e Boezio SPA	B+	NZGRBT11E68C635I	131	30.9222065	-27.014464
山口県港区外国府間14丁目1番17号 隼町シャルム905	司法書士	合同会社清水印刷	B-	038-47-9396	596		
長野県西多摩郡日の出町松石39丁目17番11号		渡辺鉱業株式会社	B-	194-67-0960	722	39.9818275	-108.270947
"Irmengard-Rörricht-Platz 6-3
64660 Calau"		Budig	O+	137-29-5771	666	-3.356071	120.151367
北海道東大和市芝浦14丁目3番10号 アーバン津久戸町330	航海士	合同会社山崎食品	O-	127-67-6004	257	51.990564	35.683688
"Langernweg 97-77
67902 Crailsheim"		Ring	O-	591-45-5211	788	-43.4411505	-150.212488
		石川保険株式会社	B+	721-19-3337	489	0.647869	38.209552
"Preißplatz 79-28
65062 Aue"		Beckmann	O+	763-55-9229	40	5.8085115	5.997978
"Piazza Michelotto, 5
24042, Capriate San Gervasio (BG)"		Trobbiani e figli	O-	PTRGNG70P55F440P	322		
"Canale Vincenzo, 658
98068, Tesoriero (ME)"		Favata, Moneta e Antonelli Group	AB+	NGNCSR54H61F324K	102	57.524771	-26.735278
"Condomínio Catarina Almeida, 9
Vila Pinho
11412929 Moura / SE"	Apresentador	Vasconcelos Borges S.A.	B-	70952168430	115	-27.221573	47.934929
"Condomínio de da Rocha, 8
Boa Viagem
02857414 Casa Grande de da Conceição / AP"		Guerra	AB-	84976520374	453	64.5408955	121.314476
		Eimer KG	O-	021-27-0603	229	22.301302	-121.914893
"Strada Casellati, 93
12037, San Lazzaro Saluzzo (CN)"		Fiorucci-Nievo s.r.l.	O+	BLSGSP68S21H255T	706	83.4167875	-52.343256
"16186 Michael Summit
Danstad, NH 14193"	Broadcast presenter	Woodward and Sons	O+	194-48-2433	334	-56.814113	-57.426706
"Contrada Mariana, 527 Appartamento 40
00015, Monterotondo Stazione (RM)"		Cainero-Sabbatini SPA	B+	LDBGTN03E66L356I	226	39.1209575	122.424849
群馬県杉並区下宇和田38丁目23番6号 シティ今戸462		伊藤農林有限会社	AB+	337-04-3911	183	-24.745529	132.423003
広島県府中市南赤田23丁目6番1号		橋本建設株式会社	AB+	380-56-3833	241	-77.693461	-176.614983
"Incrocio Damiano, 8
95124, Catania (CT)"	Clinical psychologist	Odescalchi e figli	AB-	SRLSRN63C15H307K	726	30.983444	-39.914509
栃木県横浜市南区箪笥町19丁目17番18号 コーポ浅草985	占い師	合同会社佐藤食品	B-	895-47-5364	723	5.893734	45.891941
熊本県印旛郡酒々井町月島4丁目24番19号 コート箭坪984		株式会社小林運輸	O-	703-56-3156	431	12.7697715	-115.10414
群馬県荒川区藤金40丁目22番4号 クレスト白金148	漫画家	有限会社吉田ガス	O-	089-54-3224	437	25.2274305	-20.850386
"3835 Baker Trafficway Suite 665
North Jeffreyborough, AK 30071"		Holloway and Sons	A+	399-15-7017	102	78.070009	-137.310286
"Quadra Barbosa, 38
Horto
27043884 Garcia / RO"	Analista de sistemas	Borges Pastor Ltda.	O-	71586932446	402	-89.225603	-77.988828
"Gehringerstraße 0
12090 Demmin"	Arzt	Preiß AG & Co. KGaA	A-	907-18-7178	367	78.293522	118.661095
静岡県横浜市港南区西浅草8丁目3番8号 パレス戸塚町435	寿司職人	有限会社橋本電気	B-	475-65-1033	766	-3.540278	-161.992651
"01564 Williams Parkway
Port Victoria, NJ 64407"		Conrad-Collins	A+	241-40-6153	109	28.944033	-39.478042
		加藤農林有限会社	B-	598-92-3503	749	47.6215505	171.098355
"Gudegasse 87
95497 Steinfurt"		Margraf	A+	648-96-9831	129	16.494305	39.709652
"Canale Imelda, 61
38061, Santa Margherita (TN)"	Occupational hygienist	Pedersoli, Carullo e Zampa Group	A-	TTNRNL09E06F066G	142	-6.6485435	24.861691
"9375 Isaac Village Apt. 620
Washingtonport, RI 64933"		Reed Inc	A+	273-37-8277	199	50.8007715	56.626499
"Eimerstr. 1/6
77802 Gerolzhofen"		Salz GmbH	A+	531-09-5393	111	87.2366765	-110.810763
"38960 Stacy Village Apt. 312
Brownland, IL 01154"		Garcia, Flores and Stevenson	AB+	547-05-6721	732	43.896447	-154.066516
"Heino-Gorlitz-Weg 23/39
02973 Stade"		Klemm Röhricht KG	A+	350-74-0392	753	36.404929	151.365799
	Scientist, clinical (histocompatibility and immunogenetics)	Modiano-Tutino e figli	B-	NNCPSL62B64L551H	623	33.4228225	117.635569
岡山県北区日本堤24丁目17番7号 西浅草ハイツ984	介護ヘルパー	株式会社斎藤情報	AB-	591-26-2820	803	-0.505664	-72.383724
		中村水産株式会社	O+	243-60-3522	180	78.3243935	108.795078
"Fazenda Novais, 27
Vila Piratininga Venda Nova
51995-480 Cirino do Norte / DF"		Jesus	AB+	96420871387	683	-11.134917	-55.755268
"Residencial de da Cunha, 19
Alto Dos Pinheiros
80279-929 Novais da Praia / SE"		Costa	A-	48735091657	247	13.956846	-79.078491
"Via Nina, 10
86010, Casalciprano (CB)"	Optician, dispensing	Spadafora e figli	AB-	CNTFRC23M60L429T	700	1.9946865	-97.476254
		Lopes	A-	64103859270	233	-39.709745	-115.341745
"Recanto Rezende, 4
Conjunto Novo Dom Bosco
95762328 Rezende das Pedras / PI"		Rezende	O-	68547109285	498	72.1583235	-178.299766
"091 Villarreal Garden
New Linda, NH 08759"		Smith-Ross	A-	142-27-1823	742	66.4622685	89.352867
沖縄県西多摩郡奥多摩町長間42丁目7番7号 大京町パーク324		有限会社井上鉱業	A-	642-82-0282	285	53.897481	4.624477
"Contrada Ariosto, 5
89862, Caria (VV)"	Advertising account executive	Cabrini e figli	A+	PVRLNR98A15M353Z	497	6.568236	-163.550632
山梨県練馬区箪笥町11丁目27番9号 京橋シティ588		田中運輸有限会社	O+	154-37-5817	509	15.3416035	54.24555
	電気工事士	合同会社田中銀行	O-	026-54-5418	56	-69.2316705	54.710819
"Strada Ubaldo, 33
36070, Crespadoro (VI)"		Chindamo, Vittadello e Cappelli e figli	A+	GLDGNI31H46D523G	53	40.726331	176.89169
	Public relations account executive	Gargallo-Abba SPA	A+	DSSGRN00S11H590E	123	46.1646305	113.908912
"Contrada Ermenegildo, 6
07019, Villanova Monteleone (SS)"		Ariasso Group	B+	BNGMSM39M41C225U	178	-31.2200875	119.129733
"Alla-Lübs-Weg 96-14
65386 Wolfratshausen"	Chirurgiemechaniker	Hornich Hofmann Stiftung & Co. KGaA	O+	189-54-7598	221	-28.519793	157.530204
	General	Lima Teixeira S.A.	O+	58176029467	394	-67.385549	-178.900478
長崎県君津市九段南27丁目26番14号 シティ藤金226		株式会社小川ガス	B+	594-81-2573	704	7.7035015	60.348179
		Siering GmbH & Co. KGaA	O+	571-58-2206	528		
"Condomínio Cavalcante
Marieta 1ª Seção
20777-697 Sá / PB"		Gomes S.A.	A-	47213690507	119	-52.3186385	-94.862969
"8839 Debra Spring
Port Lindamouth, OR 89252"		Morales-Larsen	B+	523-58-6488	447	30.6021665	-124.215784
愛知県いすみ市蔵前2丁目27番6号		有限会社吉田電気	A+	636-21-3521	269	-49.613677	120.418683
"9563 Schmitt Junctions
Turnertown, NC 15221"		Scott-Jones	B-	564-49-4619	803	13.3636835	-119.300144
		有限会社清水運輸	A+	038-14-3937	731		
"Hermannstraße 6-6
58109 Bad Freienwalde"		Bonbach	B-	342-02-2509	163	-63.364143	-137.55786
"Incrocio Matteotti, 2
40127, Bologna (BO)"	Office manager	Filogamo Group	A-	MZZDNI01S65F416E	267	83.140159	-90.747236
		伊藤ガス合同会社	AB+	826-73-9441	254	-9.648098	19.714081
"Favela Pacheco, 3
Boa Viagem
89746231 Albuquerque / PR"	Chaveiro	Vasconcelos	A-	10438572653	255	63.2926955	-136.008298
		吉田建設合同会社	O+	441-96-5304	455	72.07417	48.825072
"Borgo Girolamo, 81
12063, Dogliani (CN)"		Gasperi, Palombi e Cuomo s.r.l.	O+	MRTRMN28H19B726C	754	-49.4508205	-66.957969
長崎県武蔵野市蟇沼5丁目23番10号 パーク北青山792		斎藤銀行株式会社	A+	475-38-9753	335	-9.136587	95.741616
		Vivaldi, Sibilia e Giolitti s.r.l.	B-	PRDSRN69A08G049M	373	-15.6486385	-122.447575
"Viale Vincenza, 9 Appartamento 1
10087, Valperga (TO)"		Casale s.r.l.	A+	SMRBRR71C26A757H	337	61.140144	19.062562
"Häringplatz 61/68
59968 Kehl"		Klemm Kuhl GbR	AB+	378-95-5387	528	44.21199	145.996844
福岡県西多摩郡檜原村虎ノ門32丁目23番20号		合同会社山崎水産	AB-	142-18-0067	62	-77.4346655	167.671484
"USCGC Young
FPO AE 06259"		Smith, Huang and Adams	B+	282-82-8365	559	-77.5093975	-46.265663
"Feira Oliveira, 62
Tupi B
27628-351 Moura da Mata / RO"		Lima e Filhos	AB-	84156790339	579	-44.0270675	3.101784
"Rotonda Calgari, 640 Piano 0
20148, Milano (MI)"	Warden/ranger	Bartoli-Veltroni Group	AB+	BRGCTN52P13A460Z	0	34.758995	167.30719
		合同会社山崎電気	B-	469-85-7081	216	-23.765629	-39.128641
"Piazza Piccio, 50 Appartamento 82
10089, Vico Canavese (TO)"		Marenzio Group	B+	MGNSVD47B66D045D	32	31.606647	12.296306
		Carvalho	A-	49862703547	620	47.211259	-110.04569
"138 Edwards Greens Apt. 928
Williamfurt, FM 64982"		Zuniga PLC	A-	754-87-5217	155	-54.810379	102.057353
"Stretto Mirco, 22 Piano 5
82029, San Marco Dei Cavoti (BN)"		Gullotta-Valmarana SPA	B+	VRDZGL27A66E412I	157	35.050685	115.800849
"Vicolo Cristina, 19
04029, Sperlonga (LT)"	Geneticist, molecular	Piazzi, Olivetti e Verri Group	B-	MRSNGN62E19L929J	559	15.1709555	-112.049577
"Morro Mendonça, 249
Guarani
33035090 Ramos / PE"		Aparecida	O+	27410586362	198	-1.782138	-97.269351
"Borgo Lorenzo, 77
13887, Magnano (BI)"		Mascagni Group	AB-	FRNLSU83C30I225W	25	-52.3249245	71.557486
"661 Pena Mission Suite 686
West Dustinburgh, PW 73283"	Horticultural consultant	Brown-Castillo	O-	601-76-6901	142	7.3375125	-153.81351
"211 Carter Plains
Jameschester, MT 53608"	Equality and diversity officer	Gray Inc	AB+	207-06-8974	697	49.6814415	-175.389814
広島県御蔵島村雷門29丁目10番5号		前田印刷合同会社	O-	704-97-8726	400	19.745144	-6.621342
"Peukertplatz 66
94997 Mellrichstadt"	Beamter	Hoffmann	A-	797-50-4566	47	49.8315325	59.957199
	Licensed conveyancer	Bragaglia, Cesarotti e Canil e figli	A-	GLRMTD48S12B114F	211	-1.422318	-53.633002
		Cunha	A+	40728169304	645	-40.060837	-95.210899
"829 Hunt Trail
Welchborough, NM 50328"		Ware Inc	B-	233-32-5205	647		
沖縄県立川市西小来川36丁目23番10号	アーティスト	吉田建設株式会社	A-	620-60-0416	524	81.427202	-86.354466
"Heinrichstr. 1-8
51461 Gifhorn"		Austermühle Lübs OHG mbH	AB-	607-79-7425	802	-26.7187715	-99.324914
"Contrada Borrani, 8 Piano 0
18010, Santo Stefano Al Mare (IM)"		Trombetta, Argan e Badoglio e figli	O+	BGOTZN17D19L140U	339	67.931713	-87.629972
	Technical author	Gargallo-Ammaniti SPA	O+	NSCLTZ47L22C165L	643	72.3714065	164.02849
"Marga-Ernst-Allee 84
07612 Gütersloh"		Hertrampf	O+	135-50-4371	161	46.1506985	115.084756
"Canale Gibilisco, 5 Piano 5
16012, Camarza (GE)"		Conti e figli	A+	TLDBRR80M05H406J	231	-25.3541	83.061731
"6742 Maurice Court
South Tracy, WA 30593"		Rodriguez-Kelly	AB-	634-24-0492	383	-40.8319565	73.733924
		Bähr AG & Co. OHG	O+	477-67-5867	597		
"Alameda Liz Peixoto, 2
Taquaril
76824709 Cassiano / RJ"	Cameraman	Mendonça	A-	96243150780	241	-30.8705625	102.97314
		青木通信株式会社	A+	285-48-2633	397		
"76009 Carter Isle
New John, DE 36252"		Bishop, Davis and Stokes	B-	191-14-2699	341	83.192753	-166.89514
"Egon-Käster-Gasse 2
62095 Luckenwalde"	Krankenschwester	Holsten	A-	112-47-0780	373	23.102087	-106.727215
"Incrocio Rosario, 9 Piano 3
87044, Cerisano (CS)"		Murri e figli	B-	FRRLCZ06S30F063R	409	83.560705	90.712441
"Via Gianmarco, 9
00145, Roma (RM)"		Federici-Babato Group	A-	LTTDIA51E22B145D	413	70.111656	-144.367303
"Borgo Agnolo, 7 Appartamento 32
00013, Santa Lucia (RM)"		Draghi-Bongiorno e figli	B+	PLNNZE71L51F213P	697	8.579832	-140.681864
"Hartmanngasse 243
85361 Monschau"		Schäfer Biggen GmbH & Co. OHG	AB+	563-87-5553	620		
		Sgarbi SPA	O+	GLLFLR60C18C030Z	786	39.2178525	51.279479
"08136 Tabitha Street
Jessicamouth, AS 29557"		Carter LLC	B-	026-16-2780	556	-56.634132	100.257116
		田中ガス有限会社	A-	679-17-4923	209	22.074319	19.868238
"Hessegasse 11
58888 Gunzenhausen"		Meister	A+	737-53-3540	644	11.437905	96.556871
"44810 Michael Gateway
Cherylmouth, WY 82479"		Wong-Johnson	AB+	415-13-7206	173	-52.9103505	128.776568
"391 Tom Plaza Suite 141
West Mirandafurt, TX 50865"		Marshall, Clayton and Hill	A+	456-78-4186	676	-65.813502	96.058313
"363 Carl Pines
Irwinberg, ME 06462"	Exercise physiologist	Ellis-Jimenez	O-	811-64-0552	543	-34.616772	-172.46027
"497 Alvarez Hill Suite 408
Lake Claireton, MS 25464"		Oliver-Sanchez	O-	783-26-4415	524		
"Hilmar-Jäntsch-Platz 128
52332 Darmstadt"		Wulf Klemm e.V.	A+	707-57-0168	486	24.475108	130.457493
群馬県横浜市南区湯本塩原31丁目24番10号	建築家	合同会社吉田運輸	AB+	687-26-3146	14	-51.7673655	-44.852763
"Jerzy-Dussen van-Straße 7-6
30641 Gifhorn"	Chemikant	Hande Noack AG & Co. KGaA	A-	186-17-7150	700	-84.1340185	-109.076198
長崎県山武郡横芝光町脚折町3丁目12番17号		森通信株式会社	A-	485-26-6075	729	11.0760965	64.73059
"Mangoldplatz 2-2
22648 Wismar"	Mathematiker	Neureuther Henck GmbH	AB+	562-70-6689	685	45.833685	153.362188
"Setor João Felipe Carvalho, 23
Nazare
60094-206 Campos Alegre / PI"		Cavalcanti Farias e Filhos	B+	50346291860	247		
"Noackweg 9-3
83797 Wiedenbrück"		Caspar GmbH	AB+	233-02-4147	673	78.8189455	14.42682
"354 Martin Rapid
West Jacobville, MP 16404"	Advice worker	Mata, Bowman and Flores	A+	494-64-1449	497	5.97037	-134.577621
"Vicolo Calogero, 49
66018, Taranta Peligna (CH)"	Environmental health practitioner	Venditti-Staglieno Group	AB+	BRGFLP71H10L847O	515	84.577866	-98.016991
		Abreu Mendonça S/A	A+	96520438189	381	47.9937875	146.321303
"Trecho Fogaça, 317
Esperança
16304053 Mendes / MG"		Cunha S/A	AB-	29086543774	598	65.298905	148.637508
"Magret-Jopich-Ring 9-7
21721 Senftenberg"	Mechaniker	Jopich Nerger GbR	AB-	753-15-9311	3	-38.43405	-9.385564
"Bährstr. 54-82
52212 Meißen"		Gumprich Fechner GmbH & Co. KG	AB+	038-19-9410	756		
"Incrocio Gianpaolo, 893 Piano 9
44030, Guarda Ferrarese (FE)"	Engineer, electrical	Travaglio-Bettin SPA	AB+	JLLLCU38C44E071N	217	79.8934025	-80.453621
"Viaduto de da Rosa, 37
Vila Santa Monica 1ª Seção
90500-052 da Rosa / PA"		da Paz Leão Ltda.	B+	91734506857	124	-13.9330915	-25.959562
		Macedo Monteiro S/A	O-	76098435120	620	50.5208945	173.212286
		Nunes	A+	63420185707	566	13.7916045	-0.719056
岩手県横浜市鶴見区下吉羽6丁目27番2号 氏家新田クレスト528		合同会社松田情報	O-	021-39-0183	62	6.948672	-166.8504
"Elvira-Plath-Weg 886
16041 Roth"	Designer	Reising AG & Co. KGaA	A-	273-27-0085	457	50.66882	-42.163114
香川県多摩市藤金16丁目4番10号		株式会社佐藤鉱業	A+	675-79-0316	302	-60.101733	132.469487
"Heinz-Joachim-Stoll-Straße 3-8
09003 Hannoversch Münden"		Börner	B+	150-15-5717	587	-75.3593795	-2.232276
"Scheibeweg 6401
15812 Norden"	Fleischer	Drewes	AB+	377-63-5667	444	-49.3822315	-85.147954
"Hillerweg 2121
55944 Freital"	Florist	Barth Stiftung & Co. KGaA	AB+	462-89-9118	485	-72.5114335	-90.71495
宮城県品川区渡辺42丁目25番20号 丹勢アーバン176		有限会社長谷川鉱業	B-	308-74-1625	399	-42.890248	90.121234
沖縄県八丈島八丈町虎ノ門41丁目21番11号 シティ小入673		山下食品合同会社	O-	349-18-5210	715	65.9293505	-52.608863
大分県夷隅郡大多喜町脚折7丁目10番1号 北青山パレス195		山田銀行有限会社	B+	145-44-5082	607	-41.7278875	90.698262
"Jardim Sampaio, 7
São Salvador
41337623 Teixeira Paulista / RN"		Pires Ltda.	AB+	06928451785	749	-89.122671	89.920959
"Vicolo Boccioni, 6
84060, Mercato Cilento (SA)"		Vattimo SPA	AB-	DNNNDA12P09B528R	708	-49.2753325	-50.8824
"24973 Lester Fall
South Sandyburgh, MO 19801"		Patterson-Walker	AB+	529-56-1401	628	78.802255	-44.349825
"32099 Sandra Vista Apt. 299
North Josestad, NH 12455"	Plant breeder/geneticist	Knight-Walker	O-	127-91-9383	668	25.9591545	128.734156
		阿部食品株式会社	B+	206-89-9978	757	-51.1474585	117.001647
		Förster OHG mbH	O+	932-59-7837	572	27.4212515	-69.658831
"Trevo de Teixeira, 2
Conjunto São Francisco De Assis
17939114 Mendes / AL"		Azevedo e Filhos	AB-	15067429801	430	79.186096	150.454601
沖縄県横浜市神奈川区北上野41丁目12番12号 クレスト台場924	航海士	合同会社太田水産	B-	588-66-3991	207	-6.012675	89.08846
"Borgo Marco, 66 Appartamento 80
01025, Grotte Di Castro (VT)"		Gaito-Brenna s.r.l.	B-	MNTVCR88A04E407Z	480	-74.5672985	25.815367
"Contrada Piergiorgio, 5 Piano 7
47814, Bellaria (RN)"	Manufacturing systems engineer	Travaglio SPA	O-	CBTMRA33B50E041N	475	-17.4241305	5.31919
富山県三鷹市千塚14丁目3番7号		鈴木情報合同会社	A-	286-91-7213	421	60.425139	-152.793785
"Quadra Vasconcelos, 8
Santo Agostinho
67333-848 Aparecida / MG"	Cancerologista ou Oncologista	Andrade Nunes e Filhos	A+	24716853071	430	86.5864585	172.288213
"Robin-Röhricht-Gasse 6-8
90339 Freital"	Artist	Beier Weimer OHG mbH	O-	713-66-1387	429	-2.4001945	-83.18492
"H.-Dieter-Lange-Weg 0
65660 Lichtenfels"		Kroker Pärtzelt GbR	O-	720-77-0342	321	57.298434	-163.16927
宮崎県川崎市宮前区大京町20丁目23番3号 松浦町コーポ443	エステティシャン	吉田食品有限会社	A-	658-65-8795	115	39.3056925	-178.914847
"Vila Pinto, 525
Vila Piratininga Venda Nova
55938-817 Sousa da Prata / DF"	Contatólogo	Câmara	A+	43871506290	722	-86.87534	-5.735158
"Bela-Gude-Allee 520
57568 Worbis"		Mude Matthäi GmbH	A-	865-88-8269	167	-73.8033385	-141.279678
"Esplanada de Pacheco, 8
Vila Nova Cachoeirinha 3ª Seção
88473193 Borges da Serra / PA"		Cavalcante	O+	24596817391	274	-35.4521795	-95.284876
石川県川崎市幸区氏家9丁目11番1号	演歌歌手	株式会社佐藤情報	O-	251-15-7532	257	-76.3121295	88.003283
"2972 Anne Cove
South Johnberg, CA 34775"	Office manager	Adams-Williams	AB+	421-11-4532	327	-44.316094	-8.95672
"Rosalinde-Hornich-Ring 27
69954 Ludwigslust"		Trubin Benthin GbR	A+	923-81-3856	680	-0.2703125	32.38093
"81047 Rachel Street Suite 869
Brittanybury, WI 04567"		Ruiz-Burke	B-	285-49-1503	23	82.905679	19.460248
"Jesselstraße 45/36
92703 Viechtach"		Kensy Misicher AG	O-	280-01-5429	726	14.218113	-83.47207
熊本県川崎市多摩区芝大門25丁目14番9号 東浅草アーバン457		株式会社斎藤建設	AB-	764-04-9322	671	-64.7880205	81.790788
神奈川県我孫子市千塚5丁目27番14号	気象予報士	中村電気有限会社	A+	402-63-8546	229	-4.8914415	-120.822874
"869 Gomez Shore
New Kimberly, TN 16701"		Ramirez, Singleton and Park	B+	857-86-2562	793	61.663208	28.970724
"80210 Jacob Court
Lake Jamesshire, NM 39548"	Secondary school teacher	Blake-Perez	A+	457-40-4821	360	21.858083	40.468829
"Trübgasse 10
43927 Säckingen"	Arzt	Otto	A+	112-48-0113	562	54.440643	-154.02697
"Strada Gualtieri, 16 Piano 0
13041, Bianze' (VC)"		Sordi-Sobrero Group	A-	FRCPRI50A55C629I	791	-85.381613	-12.590356
"Sagerallee 12
76168 Wernigerode"		Fechner Hoffmann GmbH & Co. KG	B-	306-54-4255	690	-35.832292	-131.83369
北海道川崎市中原区大京町31丁目3番3号 平須賀クレスト366		田中通信株式会社	O-	657-44-0587	522	84.592697	127.692327
"7972 Thomas Landing
Emilyfurt, HI 26391"		Cross-Barnes	O-	633-53-9496	47	78.4623085	43.998607
"9172 Linda Spring
New Louisfort, UT 29019"		Booth-Moore	B-	013-92-3521	379	-15.839401	78.206026
熊本県国立市太田ヶ谷24丁目21番9号 パーク台場485		合同会社吉田運輸	B+	703-33-6438	485	-55.502915	111.412065
"Anny-Huhn-Gasse 92-86
75984 Delitzsch"		Weitzel GmbH & Co. KG	A-	316-19-7900	168		
岐阜県長生郡睦沢町西浅草15丁目2番4号		有限会社田中建設	A-	397-49-5702	242	48.469092	177.109369
"Stretto Elladio, 9 Appartamento 8
16041, Bertigaro (GE)"		Cadorna, Guinizzelli e Nicoletti Group	B-	TMBSNT18S66D856K	220	-78.6173665	75.754961
"Canale Sforza, 94
70121, Bari (BA)"		Bembo, Scialpi e Mancini s.r.l.	B-	CLRGLI00R56A181B	116	53.476303	158.36427
"549 Rachel Cape Apt. 888
West Jim, MH 03578"		Figueroa-Williams	AB-	365-30-0822	397	86.976686	-126.035374
島根県横浜市瀬谷区九段南3丁目13番6号 箪笥町アーバン722		合同会社田中印刷	A+	706-31-5536	708	-11.3140805	-14.477318
愛媛県匝瑳市白金台24丁目8番15号		有限会社高橋食品	O+	713-66-7456	688	-46.539577	152.05447
"47557 Lowery Manors
Juanland, NE 60058"		Rodriguez-Walker	B+	850-24-8021	476	2.566811	47.603256
"Favela Vitória Cavalcante, 60
Providencia
11768704 Moraes / SC"	Filósofo	Carvalho	B-	62415083771	276	58.376457	-74.401744
		Cooley-Jimenez	O-	138-61-7412	69	77.6421545	-60.00242
"Gordon-Stoll-Ring 8-9
99063 Staffelstein"	Mechaniker	Ebert	O+	240-64-7733	3	-61.2482965	-54.32817
鳥取県狛江市中小来川20丁目7番10号 パレス外神田359	高等学校教員	阿部印刷合同会社	B+	359-38-3358	782	-64.119484	62.967217
"Vale Dante da Paz
Novo São Lucas
52303-905 Nogueira / AL"		Fogaça S.A.	B+	85170496320	632	58.092557	72.928943
三重県福生市藤金14丁目5番6号		株式会社田中建設	AB+	384-02-8365	93	72.8949535	115.430373
"Alameda de da Luz, 336
Comiteco
67130776 Porto do Campo / RO"		Pereira	AB+	64879032131	799	-72.170306	-70.025228
"Esplanada Lorena Silva, 47
Minas Brasil
98908068 Carvalho de Guerra / RN"		Cardoso e Filhos	A+	57196042867	570	-2.6299215	169.744235
"Canale Tomaselli, 7 Appartamento 65
16038, San Lorenzo Della Costa (GE)"	Publishing rights manager	Parini-Marazzi SPA	A-	BXIRNZ82L60A706M	280		
"11220 Paul Ways Apt. 019
Port Jessicamouth, WY 63095"	Chartered accountant	Krueger PLC	A+	713-40-7427	669	18.9995505	149.511267
群馬県足立区上広谷17丁目1番2号		木村農林有限会社	O-	525-48-4224	459	-8.080326	83.138835
	Special educational needs teacher	Corradi, Giannone e Roero SPA	O-	SRCNDA23A26B395G	781	-9.9275405	88.394924
"Incrocio Battelli, 53 Appartamento 45
20122, Milano (MI)"		Bruno Group	O+	BRNGRG54E68E531Y	226	63.07814	128.59462
"Canale Germana, 7
46035, Ostiglia (MN)"		Cainero-Nitti s.r.l.	O-	RRCRSN61C09H264L	376	-53.772208	102.302107
"Via Turci, 76
88842, San Leonardo Di Cutro (KR)"		Cesaroni-Trupiano SPA	O-	TRNMRC70E54I026J	779	-55.863742	-69.482103
"Lago Aurora Cunha, 2
Apolonia
28516-894 Pinto dos Dourados / GO"		Martins	B-	70943165261	14	10.948726	-66.938619
"2748 Robert Villages Apt. 466
South Trevorfort, AZ 79192"		Dyer, Steele and Price	AB+	667-25-5882	232	70.256224	34.605215
"Vicolo Dina, 75 Piano 8
13877, Villanova Biellese (BI)"		Antonelli-Faranda e figli	O-	MRSMRA53S04I253Z	532	86.1477355	83.724954
		Micca-Giannotti Group	O+	VNTPRD39S48G515R	383	-29.8405425	158.852686
		Simmons Ltd	A-	862-68-9647	697	36.007394	92.483453
愛知県夷隅郡御宿町台場36丁目15番13号		株式会社後藤通信	B-	876-20-8085	172	30.6590415	-72.900326
	Barista	Silva LLC	A-	376-85-8342	138		
"Esplanada Sampaio, 64
Vila São Francisco
87801-292 Cassiano / PR"		Fonseca	AB-	15384709693	61	-74.020898	-40.379273
"5004 Ashley Springs Suite 602
Robertville, MI 44976"	Medical sales representative	Smith, Thomas and Erickson	O-	143-73-6337	248	40.8830495	22.75934
"74832 Rebecca Fort
East Dawnville, KS 74183"		Clark, Burke and Reyes	A-	152-83-2563	103	-76.3060815	-24.438127
"99935 Morris Grove
South Michael, MA 74443"		Tyler, Meyer and Murphy	O+	613-83-9721	426	-83.2674925	90.934496
"69345 Lewis Squares
East Brandon, PA 72075"		Johnson and Sons	O+	450-69-0157	781	-2.8326185	155.655455
"Quadra Gael Andrade, 47
Marilandia
14563957 Vasconcelos / PE"		Campos Duarte Ltda.	O+	74253918646	326		
"3205 Drake Well Suite 925
Jenniferchester, SC 54490"		Munoz Inc	AB-	851-57-5712	432	-82.71374	20.25271
千葉県横浜市西区方京38丁目14番16号 四区町シティ689	行政書士	有限会社鈴木運輸	A-	106-84-1894	92	41.1701875	91.954326
埼玉県鴨川市三筋38丁目5番18号 パーク西小来川176		中川農林合同会社	O+	188-36-8216	433	25.401294	-20.56632
"Rua de Ramos
Tirol
14342364 Pimenta de da Rosa / AM"	Arquivista	da Mota	A-	69342517846	217	-20.6951005	-37.825663
	Materials engineer	Scarponi, Ravaglioli e Badoglio s.r.l.	AB-	TRVMDA39P45L061K	50	12.569697	175.143291
"1353 Thomas Keys Suite 092
North Manuel, SC 32340"	Ceramics designer	Whitehead, Reed and Gonzales	O+	300-09-7149	685	50.8886855	-85.561057
		Goldoni Group	B-	STNLME98D42B939T	485	-44.790502	-107.960584
"Aeroporto de Cardoso, 8
Campo Alegre
08788-932 Gonçalves de Nogueira / PA"		Rezende Teixeira S/A	A-	73260598456	150	-56.8747245	-74.731647
"Bertram-Matthäi-Straße 7-3
42419 Fürstenwalde"	Asphaltbauer	Köhler e.G.	A+	964-54-9695	641	-69.7067325	-54.752123
		Anderson LLC	A-	012-72-4415	704	-15.1252525	19.543155
"9316 Allison Skyway Suite 898
Georgestad, KY 85832"		Savage, Norman and Carroll	B+	575-70-7309	417	24.2609675	140.757784
"Vicolo Ottino, 3 Piano 5
90042, Borgetto (PA)"		Venturi-Trussardi s.r.l.	O-	BBBGRG27M57G320L	311	-68.931917	-60.401753
		Camiscione-Mastroianni s.r.l.	A-	FRCLNE26R06D786R	384	67.2252665	97.317119
"Unit 8615 Box 4396
DPO AA 68633"		Maxwell, Mendez and Smith	O-	877-08-2473	336	68.0794655	2.603187
